Date,Temperature,DewPoint,Pressure
2010-01-11 15:00:00,59.1,38.4,1.0
2010-01-11 16:00:00,59.0,38.2,1.0
2010-01-11 17:00:00,57.9,38.5,1.0
2010-01-11 18:00:00,54.7,38.1,1.0
2010-01-11 19:00:00,51.1,38.3,1.0
2010-01-11 20:00:00,49.2,38.1,1.0
2010-01-11 21:00:00,47.9,38.0,1.0
2010-01-11 22:00:00,47.0,38.0,1.0
2010-01-11 23:00:00,46.1,37.6,1.0
2010-01-12 00:00:00,46.0,37.3,1.0
2010-01-12 01:00:00,44.6,37.0,1.0
2010-01-12 02:00:00,44.2,36.9,1.0
2010-01-12 03:00:00,43.8,36.8,1.0
2010-01-12 04:00:00,43.4,36.9,1.0
2010-01-12 05:00:00,43.0,36.4,1.0
2010-01-12 06:00:00,43.0,36.5,1.0
2010-01-12 07:00:00,42.4,36.5,1.0
2010-01-12 08:00:00,42.6,36.6,1.0
2010-01-12 09:00:00,45.8,38.1,1.0
2010-01-12 10:00:00,49.2,38.7,1.0
2010-01-12 11:00:00,52.3,38.9,1.0
2010-01-12 12:00:00,54.8,38.7,1.0
2010-01-12 13:00:00,56.8,38.8,1.0
2010-01-12 14:00:00,58.2,38.5,1.0
2010-01-12 15:00:00,59.1,38.6,1.0
2010-01-12 16:00:00,59.0,38.4,1.0
2010-01-12 17:00:00,58.0,38.7,1.0
2010-01-12 18:00:00,54.8,38.3,1.0
2010-01-12 19:00:00,51.2,38.6,1.0
2010-01-12 20:00:00,49.3,38.3,1.0
2010-01-12 21:00:00,48.0,38.3,1.0
2010-01-12 22:00:00,47.1,38.2,1.0
2010-01-12 23:00:00,46.1,37.8,1.0
2010-01-13 00:00:00,46.1,37.4,1.0
2010-01-13 01:00:00,44.6,37.1,1.0
2010-01-13 02:00:00,44.1,36.9,1.0
2010-01-13 03:00:00,43.8,36.7,1.0
2010-01-13 04:00:00,43.4,36.8,1.0
2010-01-13 05:00:00,43.0,36.4,1.0
2010-01-13 06:00:00,43.1,36.5,1.0
2010-01-13 07:00:00,42.5,36.5,1.0
2010-01-13 08:00:00,42.7,36.6,1.0
2010-01-13 09:00:00,45.8,38.1,1.0
2010-01-13 10:00:00,49.2,38.7,1.0
2010-01-13 11:00:00,52.3,38.9,1.0
2010-01-13 12:00:00,54.7,38.7,1.0
2010-01-13 13:00:00,56.8,38.7,1.0
2010-01-13 14:00:00,58.1,38.5,1.0
2010-01-13 15:00:00,59.0,38.5,1.0
2010-01-13 16:00:00,59.0,38.4,1.0
2010-01-13 17:00:00,57.9,38.5,1.0
2010-01-13 18:00:00,54.8,38.2,1.0
2010-01-13 19:00:00,51.3,38.5,1.0
2010-01-13 20:00:00,49.3,38.2,1.0
2010-01-13 21:00:00,48.0,38.1,1.0
2010-01-13 22:00:00,47.1,38.0,1.0
2010-01-13 23:00:00,46.0,37.5,1.0
2010-01-14 00:00:00,46.0,37.1,1.0
2010-01-14 01:00:00,44.6,36.8,1.0
2010-01-14 02:00:00,44.0,36.6,1.0
2010-01-14 03:00:00,43.6,36.4,1.0
2010-01-14 04:00:00,43.2,36.4,1.0
2010-01-14 05:00:00,42.8,36.1,1.0
2010-01-14 06:00:00,42.9,36.2,1.0
2010-01-14 07:00:00,42.2,36.1,1.0
2010-01-14 08:00:00,42.4,36.3,1.0
2010-01-14 09:00:00,45.8,37.9,1.0
2010-01-14 10:00:00,49.1,38.4,1.0
2010-01-14 11:00:00,52.2,38.5,1.0
2010-01-14 12:00:00,54.6,38.2,1.0
2010-01-14 13:00:00,56.7,38.2,1.0
2010-01-14 14:00:00,58.1,38.0,1.0
2010-01-14 15:00:00,59.0,38.1,1.0
2010-01-14 16:00:00,59.0,37.9,1.0
2010-01-14 17:00:00,58.0,38.1,1.0
2010-01-14 18:00:00,54.8,37.9,1.0
2010-01-14 19:00:00,51.2,38.1,1.0
2010-01-14 20:00:00,49.2,37.8,1.0
2010-01-14 21:00:00,47.8,37.7,1.0
2010-01-14 22:00:00,46.8,37.6,1.0
2010-01-14 23:00:00,45.8,37.2,1.0
2010-01-15 00:00:00,45.8,36.8,1.0
2010-01-15 01:00:00,44.4,36.6,1.0
2010-01-15 02:00:00,43.9,36.3,1.0
2010-01-15 03:00:00,43.4,36.1,1.0
2010-01-15 04:00:00,43.0,36.2,1.0
2010-01-15 05:00:00,42.6,35.9,1.0
2010-01-15 06:00:00,42.8,36.0,1.0
2010-01-15 07:00:00,42.1,35.9,1.0
2010-01-15 08:00:00,42.3,36.2,1.0
2010-01-15 09:00:00,45.8,38.0,1.0
2010-01-15 10:00:00,49.2,38.4,1.0
2010-01-15 11:00:00,52.3,38.6,1.0
2010-01-15 12:00:00,54.7,38.3,1.0
2010-01-15 13:00:00,56.8,38.3,1.0
2010-01-15 14:00:00,58.2,38.3,1.0
2010-01-15 15:00:00,59.2,38.2,1.0
2010-01-15 16:00:00,59.1,38.1,1.0
2010-01-15 17:00:00,58.1,38.3,1.0
2010-01-15 18:00:00,54.9,38.0,1.0
2010-01-15 19:00:00,51.2,38.2,1.0
2010-01-15 20:00:00,49.3,37.9,1.0
2010-01-15 21:00:00,47.9,37.8,1.0
2010-01-15 22:00:00,46.9,37.7,1.0
2010-01-15 23:00:00,45.8,37.3,1.0
2010-01-16 00:00:00,45.7,36.8,1.0
2010-01-16 01:00:00,44.5,36.6,1.0
2010-01-16 02:00:00,44.0,36.3,1.0
2010-01-16 03:00:00,43.5,36.1,1.0
2010-01-16 04:00:00,43.1,36.2,1.0
2010-01-16 05:00:00,42.7,35.8,1.0
2010-01-16 06:00:00,42.8,35.9,1.0
2010-01-16 07:00:00,42.1,35.8,1.0
2010-01-16 08:00:00,42.5,36.4,1.0
2010-01-16 09:00:00,45.9,38.1,1.0
2010-01-16 10:00:00,49.3,38.6,1.0
2010-01-16 11:00:00,52.4,38.7,1.0
2010-01-16 12:00:00,54.7,38.5,1.0
2010-01-16 13:00:00,56.9,38.6,1.0
2010-01-16 14:00:00,58.3,38.5,1.0
2010-01-16 15:00:00,59.2,38.5,1.0
2010-01-16 16:00:00,59.2,38.4,1.0
2010-01-16 17:00:00,58.2,38.5,1.0
2010-01-16 18:00:00,55.0,38.1,1.0
2010-01-16 19:00:00,51.4,38.2,1.0
2010-01-16 20:00:00,49.5,38.0,1.0
2010-01-16 21:00:00,48.1,37.9,1.0
2010-01-16 22:00:00,47.0,37.8,1.0
2010-01-16 23:00:00,45.9,37.4,1.0
2010-01-17 00:00:00,45.7,36.9,1.0
2010-01-17 01:00:00,44.6,36.7,1.0
2010-01-17 02:00:00,44.1,36.4,1.0
2010-01-17 03:00:00,43.6,36.2,1.0
2010-01-17 04:00:00,43.1,36.2,1.0
2010-01-17 05:00:00,42.7,35.8,1.0
2010-01-17 06:00:00,42.8,35.8,1.0
2010-01-17 07:00:00,42.0,35.8,1.0
2010-01-17 08:00:00,42.5,36.3,1.0
2010-01-17 09:00:00,45.9,38.0,1.0
2010-01-17 10:00:00,49.2,38.5,1.0
2010-01-17 11:00:00,52.3,38.5,1.0
2010-01-17 12:00:00,54.6,38.3,1.0
2010-01-17 13:00:00,56.7,38.4,1.0
2010-01-17 14:00:00,58.1,38.3,1.0
2010-01-17 15:00:00,59.1,38.3,1.0
2010-01-17 16:00:00,59.0,38.2,1.0
2010-01-17 17:00:00,58.1,38.2,1.0
2010-01-17 18:00:00,55.0,38.0,1.0
2010-01-17 19:00:00,51.4,38.1,1.0
2010-01-17 20:00:00,49.4,37.9,1.0
2010-01-17 21:00:00,48.0,37.8,1.0
2010-01-17 22:00:00,47.0,37.7,1.0
2010-01-17 23:00:00,45.9,37.3,1.0
2010-01-18 00:00:00,45.7,36.9,1.0
2010-01-18 01:00:00,44.5,36.7,1.0
2010-01-18 02:00:00,44.0,36.4,1.0
2010-01-18 03:00:00,43.4,36.1,1.0
2010-01-18 04:00:00,43.0,36.1,1.0
2010-01-18 05:00:00,42.7,35.9,1.0
2010-01-18 06:00:00,42.7,36.0,1.0
2010-01-18 07:00:00,42.0,35.9,1.0
2010-01-18 08:00:00,42.5,36.4,1.0
2010-01-18 09:00:00,46.0,38.2,1.0
2010-01-18 10:00:00,49.4,38.8,1.0
2010-01-18 11:00:00,52.5,38.9,1.0
2010-01-18 12:00:00,54.8,38.7,1.0
2010-01-18 13:00:00,57.0,38.7,1.0
2010-01-18 14:00:00,58.4,38.6,1.0
2010-01-18 15:00:00,59.4,38.6,1.0
2010-01-18 16:00:00,59.4,38.5,1.0
2010-01-18 17:00:00,58.4,38.5,1.0
2010-01-18 18:00:00,55.4,38.3,1.0
2010-01-18 19:00:00,51.8,38.5,1.0
2010-01-18 20:00:00,49.8,38.3,1.0
2010-01-18 21:00:00,48.4,38.2,1.0
2010-01-18 22:00:00,47.4,38.0,1.0
2010-01-18 23:00:00,46.3,37.6,1.0
2010-01-19 00:00:00,46.0,37.2,1.0
2010-01-19 01:00:00,44.9,37.0,1.0
2010-01-19 02:00:00,44.3,36.7,1.0
2010-01-19 03:00:00,43.8,36.5,1.0
2010-01-19 04:00:00,43.3,36.4,1.0
2010-01-19 05:00:00,42.9,36.2,1.0
2010-01-19 06:00:00,43.0,36.3,1.0
2010-01-19 07:00:00,42.2,36.1,1.0
2010-01-19 08:00:00,42.7,36.7,1.0
2010-01-19 09:00:00,46.2,38.4,1.0
2010-01-19 10:00:00,49.7,38.9,1.0
2010-01-19 11:00:00,52.8,39.0,1.0
2010-01-19 12:00:00,55.1,38.8,1.0
2010-01-19 13:00:00,57.2,38.8,1.0
2010-01-19 14:00:00,58.6,38.6,1.0
2010-01-19 15:00:00,59.6,38.6,1.0
2010-01-19 16:00:00,59.6,38.5,1.0
2010-01-19 17:00:00,58.7,38.5,1.0
2010-01-19 18:00:00,55.6,38.3,1.0
2010-01-19 19:00:00,52.1,38.6,1.0
2010-01-19 20:00:00,50.2,38.5,1.0
2010-01-19 21:00:00,48.8,38.4,1.0
2010-01-19 22:00:00,47.7,38.3,1.0
2010-01-19 23:00:00,46.5,37.9,1.0
2010-01-20 00:00:00,46.1,37.4,1.0
2010-01-20 01:00:00,45.2,37.3,1.0
2010-01-20 02:00:00,44.6,37.0,1.0
2010-01-20 03:00:00,44.0,36.7,1.0
2010-01-20 04:00:00,43.5,36.6,1.0
2010-01-20 05:00:00,43.1,36.4,1.0
2010-01-20 06:00:00,43.1,36.4,1.0
2010-01-20 07:00:00,42.3,36.2,1.0
2010-01-20 08:00:00,42.7,36.8,1.0
2010-01-20 09:00:00,46.2,38.5,1.0
2010-01-20 10:00:00,49.7,39.0,1.0
2010-01-20 11:00:00,52.8,39.1,1.0
2010-01-20 12:00:00,55.1,38.8,1.0
2010-01-20 13:00:00,57.2,38.9,1.0
2010-01-20 14:00:00,58.6,38.7,1.0
2010-01-20 15:00:00,59.7,38.6,1.0
2010-01-20 16:00:00,59.6,38.6,1.0
2010-01-20 17:00:00,58.7,38.6,1.0
2010-01-20 18:00:00,55.7,38.4,1.0
2010-01-20 19:00:00,52.3,38.7,1.0
2010-01-20 20:00:00,50.3,38.6,1.0
2010-01-20 21:00:00,48.9,38.6,1.0
2010-01-20 22:00:00,47.8,38.5,1.0
2010-01-20 23:00:00,46.7,38.3,1.0
2010-01-21 00:00:00,46.2,37.9,1.0
2010-01-21 01:00:00,45.3,37.9,1.0
2010-01-21 02:00:00,44.7,37.6,1.0
2010-01-21 03:00:00,44.3,37.3,1.0
2010-01-21 04:00:00,43.8,37.3,1.0
2010-01-21 05:00:00,43.4,37.1,1.0
2010-01-21 06:00:00,43.5,37.2,1.0
2010-01-21 07:00:00,42.8,37.0,1.0
2010-01-21 08:00:00,43.3,37.5,1.0
2010-01-21 09:00:00,46.6,39.2,1.0
2010-01-21 10:00:00,50.0,39.6,1.0
2010-01-21 11:00:00,53.1,39.8,1.0
2010-01-21 12:00:00,55.4,39.7,1.0
2010-01-21 13:00:00,57.6,39.7,1.0
2010-01-21 14:00:00,59.0,39.6,1.0
2010-01-21 15:00:00,60.1,39.6,1.0
2010-01-21 16:00:00,60.1,39.6,1.0
2010-01-21 17:00:00,59.2,39.5,1.0
2010-01-21 18:00:00,56.2,39.4,1.0
2010-01-21 19:00:00,52.9,39.6,1.0
2010-01-21 20:00:00,51.0,39.6,1.0
2010-01-21 21:00:00,49.6,39.5,1.0
2010-01-21 22:00:00,48.5,39.5,1.0
2010-01-21 23:00:00,47.4,39.4,1.0
2010-01-22 00:00:00,46.9,38.9,1.0
2010-01-22 01:00:00,46.1,38.8,1.0
2010-01-22 02:00:00,45.4,38.5,1.0
2010-01-22 03:00:00,44.9,38.2,1.0
2010-01-22 04:00:00,44.4,38.2,1.0
2010-01-22 05:00:00,44.1,38.0,1.0
2010-01-22 06:00:00,44.1,38.0,1.0
2010-01-22 07:00:00,43.4,37.8,1.0
2010-01-22 08:00:00,43.9,38.3,1.0
2010-01-22 09:00:00,47.1,40.0,1.0
2010-01-22 10:00:00,50.4,40.4,1.0
2010-01-22 11:00:00,53.4,40.5,1.0
2010-01-22 12:00:00,55.7,40.4,1.0
2010-01-22 13:00:00,57.8,40.4,1.0
2010-01-22 14:00:00,59.2,40.2,1.0
2010-01-22 15:00:00,60.3,40.1,1.0
2010-01-22 16:00:00,60.2,40.0,1.0
2010-01-22 17:00:00,59.4,39.9,1.0
2010-01-22 18:00:00,56.5,39.8,1.0
2010-01-22 19:00:00,53.3,40.0,1.0
2010-01-22 20:00:00,51.3,40.0,1.0
2010-01-22 21:00:00,50.0,39.9,1.0
2010-01-22 22:00:00,48.9,39.9,1.0
2010-01-22 23:00:00,47.9,39.8,1.0
2010-01-23 00:00:00,47.4,39.3,1.0
2010-01-23 01:00:00,46.5,39.2,1.0
2010-01-23 02:00:00,45.8,38.9,1.0
2010-01-23 03:00:00,45.3,38.6,1.0
2010-01-23 04:00:00,44.8,38.5,1.0
2010-01-23 05:00:00,44.4,38.3,1.0
2010-01-23 06:00:00,44.5,38.3,1.0
2010-01-23 07:00:00,43.7,38.1,1.0
2010-01-23 08:00:00,44.2,38.6,1.0
2010-01-23 09:00:00,47.4,40.1,1.0
2010-01-23 10:00:00,50.6,40.4,1.0
2010-01-23 11:00:00,53.5,40.4,1.0
2010-01-23 12:00:00,55.8,40.3,1.0
2010-01-23 13:00:00,57.9,40.3,1.0
2010-01-23 14:00:00,59.3,40.1,1.0
2010-01-23 15:00:00,60.4,40.1,1.0
2010-01-23 16:00:00,60.4,39.9,1.0
2010-01-23 17:00:00,59.5,39.8,1.0
2010-01-23 18:00:00,56.8,39.7,1.0
2010-01-23 19:00:00,53.4,40.0,1.0
2010-01-23 20:00:00,51.3,40.0,1.0
2010-01-23 21:00:00,50.0,39.8,1.0
2010-01-23 22:00:00,48.9,39.8,1.0
2010-01-23 23:00:00,47.9,39.7,1.0
2010-01-24 00:00:00,47.4,39.2,1.0
2010-01-24 01:00:00,46.5,39.2,1.0
2010-01-24 02:00:00,45.8,38.9,1.0
2010-01-24 03:00:00,45.3,38.6,1.0
2010-01-24 04:00:00,44.8,38.4,1.0
2010-01-24 05:00:00,44.4,38.2,1.0
